"id","rule","origin_tax","tax","group"
"fptt_pymes_irpf7sale_4","fp_pymes_irpf7","iva_pymes_rep_4","iva_pymes_rep_4","tax_group_sale_pymes"
"fptt_pymes_irpf7sale_4_2","fp_pymes_irpf7","iva_pymes_rep_4","irpf_pymes_sale_7","tax_group_sale_pymes"
"fptt_pymes_irpf7_21","fp_pymes_irpf7","iva_pymes_sop_21","iva_pymes_sop_21","tax_group_purchase_pymes"
"fptt_pymes_irpf7_21_2","fp_pymes_irpf7","iva_pymes_sop_21","irpf_pymes_7","tax_group_purchase_pymes"
"fptt_pymes_irpf7_10","fp_pymes_irpf7","iva_pymes_sop_10","iva_pymes_sop_10","tax_group_purchase_pymes"
"fptt_pymes_irpf7_10_2","fp_pymes_irpf7","iva_pymes_sop_10","irpf_pymes_7","tax_group_purchase_pymes"
"fptt_pymes_irpf7_4","fp_pymes_irpf7","iva_pymes_sop_4","iva_pymes_sop_4","tax_group_purchase_pymes"
"fptt_pymes_irpf7_4_2","fp_pymes_irpf7","iva_pymes_sop_4","irpf_pymes_7","tax_group_purchase_pymes"
"fptt_pymes_irpf2sale_21","fp_pymes_irpf2","iva_pymes_rep_21","iva_pymes_rep_21","tax_group_sale_pymes"
"fptt_pymes_irpf2sale_21_2","fp_pymes_irpf2","iva_pymes_rep_21","irpf_pymes_sale_2","tax_group_sale_pymes"
"fptt_pymes_irpf2sale_10","fp_pymes_irpf2","iva_pymes_rep_10","iva_pymes_rep_10","tax_group_sale_pymes"
"fptt_pymes_irpf2sale_10_2","fp_pymes_irpf2","iva_pymes_rep_10","irpf_pymes_sale_2","tax_group_sale_pymes"
"fptt_pymes_irpf2sale_4","fp_pymes_irpf2","iva_pymes_rep_4","iva_pymes_rep_4","tax_group_sale_pymes"
"fptt_pymes_irpf2sale_4_2","fp_pymes_irpf2","iva_pymes_rep_4","irpf_pymes_sale_2","tax_group_sale_pymes"
"fptt_pymes_irpf2_21","fp_pymes_irpf2","iva_pymes_sop_21","iva_pymes_sop_21","tax_group_purchase_pymes"
"fptt_pymes_irpf2_21_2","fp_pymes_irpf2","iva_pymes_sop_21","irpf_pymes_2","tax_group_purchase_pymes"
"fptt_pymes_irpf2_10","fp_pymes_irpf2","iva_pymes_sop_10","iva_pymes_sop_10","tax_group_purchase_pymes"
"fptt_pymes_irpf2_10_2","fp_pymes_irpf2","iva_pymes_sop_10","irpf_pymes_2","tax_group_purchase_pymes"
"fptt_pymes_irpf2_4","fp_pymes_irpf2","iva_pymes_sop_4","iva_pymes_sop_4","tax_group_purchase_pymes"
"fptt_pymes_irpf2_4_2","fp_pymes_irpf2","iva_pymes_sop_4","irpf_pymes_2","tax_group_purchase_pymes"
"fptt_pymes_irpf1sale_21","fp_pymes_irpf1","iva_pymes_rep_21","iva_pymes_rep_21","tax_group_sale_pymes"
"fptt_pymes_irpf1sale_21_2","fp_pymes_irpf1","iva_pymes_rep_21","irpf_pymes_sale_1","tax_group_sale_pymes"
"fptt_pymes_irpf1sale_10","fp_pymes_irpf1","iva_pymes_rep_10","iva_pymes_rep_10","tax_group_sale_pymes"
"fptt_pymes_irpf1sale_10_2","fp_pymes_irpf1","iva_pymes_rep_10","irpf_pymes_sale_1","tax_group_sale_pymes"
"fptt_pymes_irpf1sale_4","fp_pymes_irpf1","iva_pymes_rep_4","iva_pymes_rep_4","tax_group_sale_pymes"
"fptt_pymes_irpf1sale_4_2","fp_pymes_irpf1","iva_pymes_rep_4","irpf_pymes_sale_1","tax_group_sale_pymes"
"fptt_pymes_irpf1_21","fp_pymes_irpf1","iva_pymes_sop_21","iva_pymes_sop_21","tax_group_purchase_pymes"
"fptt_pymes_irpf1_21_2","fp_pymes_irpf1","iva_pymes_sop_21","irpf_pymes_1","tax_group_purchase_pymes"
