"id","name","parent","account","group","type","recargo_equivalencia","percentage","invoice_base_code","invoice_tax_code","credit_note_base_code","credit_note_tax_code","invoice_base_sign3","invoice_tax_sign3","credit_note_base_sign3","credit_note_tax_sign3","invoice_base_sign4","invoice_tax_sign4","credit_note_base_sign4","credit_note_tax_sign4","invoice_account","credit_note_account","sequence","start_date","end_date","account_name","deducible","report_description","report_type","sii_book_key","sii_issued_key","sii_received_key","sii_intracomunitary_key","sii_subjected","sii_except_type","intra type",,
"igic_pymes_IC_compras_7_bi_1","IGIC 7% Intracomunitario. Bienes de inversión (1)","igic_pymes_IC_compras_7_bi","pgc_pymes_0","tax_group_purchase_pymes","percentage","False","Decimal('7.0')","igic_pymes_ded_32_07","igic_pymes_ded_33_07","igic_pymes_ded_32_07","igic_pymes_ded_33_07",,,-1,-1,,,1,1,"pgc_pymes_472207","pgc_pymes_472207",4310,,,,"True",,3,"R",,8,,"S1",,,,
"igic_pymes_IC_compras_7_bi_2","IGIC 7% Intracomunitario. Bienes de inversión (2)","igic_pymes_IC_compras_7_bi","pgc_pymes_0","tax_group_purchase_pymes","percentage","False","Decimal('-7.0')","igic_pymes_dev_19","igic_pymes_dev_20","igic_pymes_dev_19","igic_pymes_dev_20",,-1,-1,-1,,-1,1,1,"pgc_pymes_477207","pgc_pymes_477207",4320,,,,"True",,3,"R",,8,,"S1",,,,
"igic_pymes_IC_compras_9_5_bc","IGIC 9,5% Intracomunitario. Bienes corrientes",,"pgc_pymes_0","tax_group_purchase_pymes","none","False",,,,,,,,,,,,,,"pgc_pymes_472200","pgc_pymes_472200",4270,,,,"True",,,"R",,8,,"S1",,,,
"igic_pymes_IC_compras_9_5_bc_1","IGIC 9,5% Intracomunitario. Bienes corrientes (1)","igic_pymes_IC_compras_9_5_bc","pgc_pymes_0","tax_group_purchase_pymes","percentage","False","Decimal('9.5')","igic_pymes_ded_30_09_5","igic_pymes_ded_31_09_5","igic_pymes_ded_30_09_5","igic_pymes_ded_31_09_5",,,-1,-1,,,1,1,"pgc_pymes_472295","pgc_pymes_472295",4280,,,,"True",,3,"R",,8,,"S1",,,,
"igic_pymes_IC_compras_9_5_bc_2","IGIC 9,5% Intracomunitario. Bienes corrientes (2)","igic_pymes_IC_compras_9_5_bc","pgc_pymes_0","tax_group_purchase_pymes","percentage","False","Decimal('-9.5')","igic_pymes_dev_19","igic_pymes_dev_20","igic_pymes_dev_19","igic_pymes_dev_20",,-1,-1,-1,,-1,1,1,"pgc_pymes_477295","pgc_pymes_477295",4290,,,,"True",,3,"R",,8,,"S1",,,,
"igic_pymes_IC_compras_9_5_bi","IGIC 9,5% Intracomunitario. Bienes de inversión",,"pgc_pymes_0","tax_group_purchase_pymes","none","False",,,,,,,,,,,,,,"pgc_pymes_472200","pgc_pymes_472200",4270,,,,"True",,,"R",,8,,"S1",,,,
"igic_pymes_IC_compras_9_5_bi_1","IGIC 9,5% Intracomunitario. Bienes de inversión (1)","igic_pymes_IC_compras_9_5_bi","pgc_pymes_0","tax_group_purchase_pymes","percentage","False","Decimal('9.5')","igic_pymes_ded_32_09_5","igic_pymes_ded_33_09_5","igic_pymes_ded_32_09_5","igic_pymes_ded_33_09_5",,,-1,-1,,,1,1,"pgc_pymes_472295","pgc_pymes_472295",4280,,,,"True",,3,"R",,8,,"S1",,,,
"igic_pymes_IC_compras_9_5_bi_2","IGIC 9,5% Intracomunitario. Bienes de inversión (2)","igic_pymes_IC_compras_9_5_bi","pgc_pymes_0","tax_group_purchase_pymes","percentage","False","Decimal('-9.5')","igic_pymes_dev_19","igic_pymes_dev_20","igic_pymes_dev_19","igic_pymes_dev_20",,-1,-1,-1,,-1,1,1,"pgc_pymes_477295","pgc_pymes_477295",4290,,,,"True",,3,"R",,8,,"S1",,,,
"igic_pymes_IC_compras_13_5_bc","IGIC 13,5% Intracomunitario. Bienes corrientes",,"pgc_pymes_0","tax_group_purchase_pymes","none","False",,,,,,,,,,,,,,"pgc_pymes_472200","pgc_pymes_472200",4240,,,,"True",,,"R",,8,,"S1",,,,
"igic_pymes_IC_compras_13_5_bc_1","IGIC 13,5% Intracomunitario. Bienes corrientes (1)","igic_pymes_IC_compras_13_5_bc","pgc_pymes_0","tax_group_purchase_pymes","percentage","False","Decimal('13.5')","igic_pymes_ded_30_13_5","igic_pymes_ded_31_13_5","igic_pymes_ded_30_13_5","igic_pymes_ded_31_13_5",,,-1,-1,,,1,1,"pgc_pymes_472213","pgc_pymes_472213",4250,,,,"True",,3,"R",,8,,"S1",,,,
"igic_pymes_IC_compras_13_5_bc_2","IGIC 13,5% Intracomunitario. Bienes corrientes (2)","igic_pymes_IC_compras_13_5_bc","pgc_pymes_0","tax_group_purchase_pymes","percentage","False","Decimal('-13.5')","igic_pymes_dev_19","igic_pymes_dev_20","igic_pymes_dev_19","igic_pymes_dev_20",,-1,-1,-1,,-1,1,1,"pgc_pymes_477213","pgc_pymes_477213",4260,,,,"True",,3,"R",,8,,"S1",,,,
"igic_pymes_IC_compras_13_5_bi","IGIC 13,5% Intracomunitario. Bienes de inversión",,"pgc_pymes_0","tax_group_purchase_pymes","none","False",,,,,,,,,,,,,,"pgc_pymes_472200","pgc_pymes_472200",4240,,,,"True",,,"R",,8,,"S1",,,,
"igic_pymes_IC_compras_13_5_bi_1","IGIC 13,5% Intracomunitario. Bienes de inversión (1)","igic_pymes_IC_compras_13_5_bi","pgc_pymes_0","tax_group_purchase_pymes","percentage","False","Decimal('13.5')","igic_pymes_ded_32_13_5","igic_pymes_ded_33_13_5","igic_pymes_ded_32_13_5","igic_pymes_ded_33_13_5",,,-1,-1,,,1,1,"pgc_pymes_472213","pgc_pymes_472213",4250,,,,"True",,3,"R",,8,,"S1",,,,
"igic_pymes_IC_compras_13_5_bi_2","IGIC 13,5% Intracomunitario. Bienes de inversión (2)","igic_pymes_IC_compras_13_5_bi","pgc_pymes_0","tax_group_purchase_pymes","percentage","False","Decimal('-13.5')","igic_pymes_dev_19","igic_pymes_dev_20","igic_pymes_dev_19","igic_pymes_dev_20",,-1,-1,-1,,-1,1,1,"pgc_pymes_477213","pgc_pymes_477213",4260,,,,"True",,3,"R",,8,,"S1",,,,
"iva_pymes_reagp_compras_12","IVA Soportado 12% + IRPF 2% Regimen Especial Agricultura y Pesca",,"pgc_pymes_0","tax_group_purchase_pymes","none","False",,,,,,,,,,,,,,"pgc_pymes_4700_child","pgc_pymes_4700_child",2410,"2012-09-01",,,"True",,,"R",,2,,"S1",,,,
"iva_pymes_reagp_compras_12_1","IVA Soportado 12% Regimen Especial Agricultura y Pesca","iva_pymes_reagp_compras_12","pgc_pymes_0","tax_group_purchase_pymes","percentage","False","Decimal('12.0')","base_pymes_ded_reagp_12","cuota_pymes_ded_reagp_12","base_pymes_ded_reagp_12","cuota_pymes_ded_reagp_12",1,1,-1,-1,1,1,1,1,"pgc_pymes_472012","pgc_pymes_472012",2420,"2012-09-01",,"Hacienda Pública. IVA soportado 12%","True",,1,"R",,2,,"S1",,,,
"iva_pymes_reagp_compras_12_2","IRPF Soportado 2% Regimen Especial Agricultura y Pesca","iva_pymes_reagp_compras_12","pgc_pymes_0","tax_group_purchase_pymes","percentage","False","Decimal('-2.0')","irpf_pymes_base_2","irpf_pymes_cuota_2","irpf_pymes_base_2","irpf_pymes_cuota_2",1,1,-1,-1,1,1,1,1,"pgc_pymes_475102","pgc_pymes_475102",2430,"2012-09-01",,,"True",,1,"R",,2,,,"E6",,,
"iva_pymes_ISP_compras","IVA Inversión del sujeto pasivo",,"pgc_pymes_0","tax_group_purchase_pymes","none","False",,,,,,,,,,,,,,"pgc_pymes_4700_child","pgc_pymes_4700_child",2400,,,,"True","Operación con inversión del sujeto pasivo, artículo 84. Uno 2º c) de la ley 37/1992 de 28 de Diciembre del Impuesto sobre el Valor Añadido.",,"R",,1,,"S2",,,,
"iva_pymes_ISP_compras_1","IVA Inversión del sujeto pasivo (1) ","iva_pymes_ISP_compras","pgc_pymes_0","tax_group_purchase_pymes","percentage","False","Decimal('21.0')","bases_pymes_ispc","cuotas_pymes_ispc","bases_pymes_ispc","cuotas_pymes_ispc",1,1,-1,-1,1,1,1,1,"pgc_pymes_4700_child","pgc_pymes_4700_child",2410,,,,"True",,1,"R",,1,,"S2",,,,
"iva_pymes_ISP_compras_2","IVA Inversión del sujeto pasivo (2)","iva_pymes_ISP_compras","pgc_pymes_0","tax_group_purchase_pymes","percentage","False","Decimal('-21.0')","baser_pymes_ispc","cuotar_pymes_ispc","baser_pymes_ispc","cuotar_pymes_ispc",1,1,-1,-1,1,1,1,1,"pgc_pymes_4700_child","pgc_pymes_4700_child",2420,,,,"True",,1,"R",,1,,"S2",,,,
"iva_pymes_rep_no_sujeto","No sujeto",,"pgc_pymes_0","tax_group_sale_pymes","none","False",,,,,,,,,,,,,,,,1240,,,,"True",,,"E",1,,,,"E6",,,
"iva_pymes_sop_no_sujeto","No sujeto",,"pgc_pymes_0","tax_group_purchase_pymes","none","False",,,,,,,,,,,,,,,,1250,,,,"True",,,"R",,1,,,"E6",,,
